 Mortalidade - São Paulo
Óbitos p/Ocorrênc por Município e Local ocorrência
Capítulo CID-10: I.   Algumas doenças infecciosas e parasitárias, III. Doenças sangue órgãos hemat e transt imunitár, IV.  Doenças endócrinas nutricionais e metabólicas, IX.  Doenças do aparelho circulatório, X.   Doenças do aparelho respiratório, XI.  Doenças do aparelho digestivo, XX.  Causas externas de morbidade e mortalidade
Período:2017
"Município";"Hospital";"Outro estabelecimento de saúde";"Domicílio";"Via pública";"Outros";"Ignorado";"Total"
"354490 SALES OLIVEIRA";8;-;11;1;1;-;21
"354500 SALESOPOLIS";16;-;19;4;3;-;42
"354510 SALMOURAO";-;-;7;-;1;-;8
"354515 SALTINHO";-;1;5;-;-;-;6
"354520 SALTO";389;-;87;6;11;-;493
"354530 SALTO DE PIRAPORA";101;3;12;14;5;-;135
"354540 SALTO GRANDE";24;-;4;4;1;3;36
"354550 SANDOVALINA";-;1;1;-;-;-;2
"354560 SANTA ADELIA";7;-;7;4;3;-;21
"354570 SANTA ALBERTINA";-;5;2;1;2;-;10
"354580 SANTA BARBARA D'OESTE";328;176;113;19;7;-;643
"354600 SANTA BRANCA";-;-;6;1;7;-;14
"354610 SANTA CLARA D'OESTE";-;-;5;1;1;-;7
"354620 SANTA CRUZ DA CONCEICAO";-;-;6;3;-;-;9
"354625 SANTA CRUZ DA ESPERANCA";-;-;-;1;1;-;2
"354630 SANTA CRUZ DAS PALMEIRAS";73;1;23;4;5;-;106
"354640 SANTA CRUZ DO RIO PARDO";126;8;29;7;5;-;175
"354650 SANTA ERNESTINA";-;-;1;-;1;-;2
"354660 SANTA FE DO SUL";165;17;20;4;4;-;210
"354670 SANTA GERTRUDES";18;-;5;7;2;-;32
"354680 SANTA ISABEL";176;52;30;15;11;-;284
"354690 SANTA LUCIA";-;4;5;1;-;-;10
"354700 SANTA MARIA DA SERRA";6;-;4;2;2;-;14
"354710 SANTA MERCEDES";-;-;2;-;-;-;2
"354720 SANTANA DA PONTE PENSA";-;-;6;1;-;-;7
"354730 SANTANA DE PARNAIBA";82;103;51;8;13;-;257
"354740 SANTA RITA D'OESTE";-;-;2;-;-;-;2
"354750 SANTA RITA DO PASSA QUATRO";106;7;40;7;4;-;164
"354760 SANTA ROSA DE VITERBO";29;1;8;1;1;-;40
"354765 SANTA SALETE";-;-;1;3;-;-;4
"354770 SANTO ANASTACIO";57;-;18;1;2;-;78
"354780 SANTO ANDRE";2303;486;737;96;163;2;3787
"354790 SANTO ANTONIO DA ALEGRIA";12;-;8;2;3;-;25
"354800 SANTO ANTONIO DE POSSE";-;22;18;4;2;-;46
"354805 SANTO ANTONIO DO ARACANGUA";-;2;4;4;4;-;14
"354810 SANTO ANTONIO DO JARDIM";-;-;9;2;-;-;11
"354820 SANTO ANTONIO DO PINHAL";-;3;2;-;-;-;5
"354830 SANTO EXPEDITO";-;-;6;-;-;-;6
"354840 SANTOPOLIS DO AGUAPEI";-;-;2;1;-;-;3
"354850 SANTOS";2374;584;521;62;85;-;3626
"354860 SAO BENTO DO SAPUCAI";45;-;8;4;1;-;58
"354870 SAO BERNARDO DO CAMPO";2239;14;575;141;82;-;3051
"354880 SAO CAETANO DO SUL";702;15;164;10;20;-;911
"354890 SAO CARLOS";840;12;267;31;41;-;1191
"354900 SAO FRANCISCO";-;-;4;-;1;-;5
"354910 SAO JOAO DA BOA VISTA";587;11;62;10;28;-;698
"354920 SAO JOAO DAS DUAS PONTES";-;1;2;-;-;-;3
"354930 SAO JOAO DO PAU D'ALHO";-;-;4;1;-;-;5
"354940 SAO JOAQUIM DA BARRA";232;-;22;10;4;-;268
"354950 SAO JOSE DA BELA VISTA";2;-;8;1;3;-;14
"354960 SAO JOSE DO BARREIRO";-;1;3;1;1;-;6
"354970 SAO JOSE DO RIO PARDO";305;13;55;5;16;-;394
"354980 SAO JOSE DO RIO PRETO";3207;96;427;72;64;-;3866
"354990 SAO JOSE DOS CAMPOS";2073;20;420;77;50;29;2669
"354995 SAO LOURENCO DA SERRA";-;19;18;5;2;-;44
"355000 SAO LUIS DO PARAITINGA";18;-;15;4;3;-;40
"355010 SAO MANUEL";105;-;42;12;6;-;165
"355020 SAO MIGUEL ARCANJO";59;-;16;3;3;-;81
"355030 SAO PAULO";43475;482;7500;1008;1119;1;53585
"355040 SAO PEDRO";13;57;24;8;3;-;105
"355050 SAO PEDRO DO TURVO";-;2;4;1;1;-;8
"355060 SAO ROQUE";319;-;50;28;17;1;415
"355070 SAO SEBASTIAO";151;31;23;27;16;-;248
"355080 SAO SEBASTIAO DA GRAMA";25;2;10;-;2;-;39
"355090 SAO SIMAO";40;-;13;1;4;-;58
"355100 SAO VICENTE";757;165;244;39;32;-;1237
"355110 SARAPUI";1;2;6;1;-;-;10
"355120 SARUTAIA";-;1;2;-;1;-;4
"355130 SEBASTIANOPOLIS DO SUL";-;1;8;-;-;-;9
"355140 SERRA AZUL";3;6;6;1;5;-;21
"355150 SERRANA";23;17;26;6;6;-;78
"355160 SERRA NEGRA";99;1;15;1;2;-;118
"355170 SERTAOZINHO";523;64;102;14;14;1;718
"355180 SETE BARRAS";4;1;13;2;6;1;27
"355190 SEVERINIA";-;10;12;-;2;-;24
"355200 SILVEIRAS";5;4;2;-;-;1;12
"355210 SOCORRO";93;1;61;7;5;-;167
"355220 SOROCABA";2504;316;406;78;81;1;3386
"355230 SUD MENNUCCI";11;-;8;3;1;-;23
"355240 SUMARE";382;210;126;42;14;-;774
"355250 SUZANO";476;7;90;47;33;-;653
"355255 SUZANAPOLIS";-;-;1;1;-;-;2
"355260 TABAPUA";13;-;13;4;-;-;30
"355270 TABATINGA";13;15;11;3;1;-;43
"355280 TABOAO DA SERRA";827;105;166;34;4;-;1136
"355290 TACIBA";-;-;5;2;-;-;7
"355300 TAGUAI";30;-;8;2;-;-;40
"355310 TAIACU";-;4;6;1;2;-;13
"355320 TAIUVA";2;-;8;1;-;-;11
"355330 TAMBAU";33;11;3;3;3;-;53
"355340 TANABI";43;-;14;2;2;-;61
"355350 TAPIRAI";5;-;1;2;1;-;9
"355360 TAPIRATIBA";29;-;6;-;1;-;36
"355365 TAQUARAL";-;1;4;-;-;-;5
"355370 TAQUARITINGA";223;38;30;4;6;-;301
"355380 TAQUARITUBA";86;-;14;5;6;-;111
"355385 TAQUARIVAI";-;-;2;3;1;-;6
"355390 TARABAI";-;-;3;4;-;-;7
"355395 TARUMA";-;11;8;6;3;-;28
"355400 TATUI";270;162;100;19;17;-;568
"355410 TAUBATE";758;456;225;45;27;1;1512
"355420 TEJUPA";-;-;3;-;1;-;4
"355430 TEODORO SAMPAIO";38;-;11;5;4;-;58
"355440 TERRA ROXA";9;5;-;-;2;-;16
"355450 TIETE";94;-;19;15;1;-;129
"355460 TIMBURI";-;-;3;-;-;-;3
"355465 TORRE DE PEDRA";-;-;5;-;2;-;7
"355470 TORRINHA";17;-;10;2;1;-;30
"355475 TRABIJU";-;-;2;1;-;-;3
"355480 TREMEMBE";-;52;24;11;8;-;95
"355490 TRES FRONTEIRAS";-;-;1;-;-;-;1
"355495 TUIUTI";-;-;15;-;2;-;17
"355500 TUPA";382;6;95;21;4;-;508
"355510 TUPI PAULISTA";44;22;17;4;10;-;97
"355520 TURIUBA";-;-;2;-;1;-;3
"355530 TURMALINA";-;-;2;-;-;-;2
"355535 UBARANA";-;-;3;3;-;-;6
"355540 UBATUBA";173;3;13;23;25;1;238
"355550 UBIRAJARA";-;5;10;-;1;-;16
"355560 UCHOA";3;6;11;8;2;-;30
"355580 URANIA";10;-;9;1;1;-;21
"355590 URU";-;-;1;-;-;-;1
"355600 URUPES";44;1;11;6;4;-;66
"355610 VALENTIM GENTIL";-;5;3;4;1;-;13
"355620 VALINHOS";504;17;74;12;16;-;623
"355630 VALPARAISO";29;1;16;5;-;-;51
"355635 VARGEM";-;1;14;5;2;-;22
"355640 VARGEM GRANDE DO SUL";151;3;34;5;4;-;197
"355645 VARGEM GRANDE PAULISTA";2;45;16;2;2;-;67
"355650 VARZEA PAULISTA";97;64;55;11;8;-;235
"355660 VERA CRUZ";-;4;6;2;1;-;13
"355670 VINHEDO";152;30;21;6;7;-;216
"355680 VIRADOURO";10;9;20;-;3;-;42
"355690 VISTA ALEGRE DO ALTO";3;-;4;2;1;-;10
"355695 VITORIA BRASIL";-;-;2;1;1;-;4
"355700 VOTORANTIM";273;71;45;7;7;-;403
"355710 VOTUPORANGA";574;14;26;17;-;-;631
"355715 ZACARIAS";-;1;2;3;1;-;7
"355720 CHAVANTES";34;-;17;2;6;-;59
"355730 ESTIVA GERBI";-;2;4;1;-;-;7
"Total";138156;13647;29618;6090;5544;85;193140
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
