 Mortalidade - São Paulo
Óbitos p/Ocorrênc por Município e Local ocorrência
Capítulo CID-10: I.   Algumas doenças infecciosas e parasitárias, III. Doenças sangue órgãos hemat e transt imunitár, IV.  Doenças endócrinas nutricionais e metabólicas, IX.  Doenças do aparelho circulatório, X.   Doenças do aparelho respiratório, XI.  Doenças do aparelho digestivo, XX.  Causas externas de morbidade e mortalidade
Período:2012
"Município";"Hospital";"Outro estabelecimento de saúde";"Domicílio";"Via pública";"Outros";"Ignorado";"Total"
"354480 SALES";-;3;6;-;4;-;13
"354490 SALES OLIVEIRA";14;1;6;3;-;-;24
"354500 SALESOPOLIS";22;-;12;2;5;-;41
"354510 SALMOURAO";-;-;-;1;2;-;3
"354515 SALTINHO";-;3;6;1;1;-;11
"354520 SALTO";364;-;35;15;5;-;419
"354530 SALTO DE PIRAPORA";96;1;32;17;5;-;151
"354540 SALTO GRANDE";23;2;1;2;4;-;32
"354550 SANDOVALINA";-;1;3;1;-;-;5
"354560 SANTA ADELIA";7;-;12;4;1;-;24
"354570 SANTA ALBERTINA";1;2;1;3;1;-;8
"354580 SANTA BARBARA D'OESTE";304;95;39;25;12;-;475
"354600 SANTA BRANCA";-;-;9;1;5;-;15
"354610 SANTA CLARA D'OESTE";-;-;2;-;1;-;3
"354620 SANTA CRUZ DA CONCEICAO";-;-;1;2;-;-;3
"354625 SANTA CRUZ DA ESPERANCA";-;-;-;2;-;-;2
"354630 SANTA CRUZ DAS PALMEIRAS";54;-;25;3;1;-;83
"354640 SANTA CRUZ DO RIO PARDO";146;4;32;8;3;1;194
"354650 SANTA ERNESTINA";-;-;1;3;-;-;4
"354660 SANTA FE DO SUL";132;23;21;2;2;-;180
"354670 SANTA GERTRUDES";7;1;10;7;2;-;27
"354680 SANTA ISABEL";208;14;17;16;14;1;270
"354690 SANTA LUCIA";-;3;1;-;1;-;5
"354700 SANTA MARIA DA SERRA";7;-;6;6;1;-;20
"354710 SANTA MERCEDES";-;-;2;5;1;-;8
"354720 SANTANA DA PONTE PENSA";-;-;-;1;-;-;1
"354730 SANTANA DE PARNAIBA";84;52;49;19;8;-;212
"354740 SANTA RITA D'OESTE";-;-;1;-;-;-;1
"354750 SANTA RITA DO PASSA QUATRO";70;14;13;15;1;-;113
"354760 SANTA ROSA DE VITERBO";47;8;11;3;2;-;71
"354765 SANTA SALETE";-;-;1;1;-;-;2
"354770 SANTO ANASTACIO";37;-;7;5;3;-;52
"354780 SANTO ANDRE";2071;573;615;77;99;-;3435
"354790 SANTO ANTONIO DA ALEGRIA";9;2;6;3;2;-;22
"354800 SANTO ANTONIO DE POSSE";-;13;16;1;2;-;32
"354805 SANTO ANTONIO DO ARACANGUA";-;-;7;5;3;-;15
"354810 SANTO ANTONIO DO JARDIM";-;-;11;-;2;-;13
"354820 SANTO ANTONIO DO PINHAL";-;4;3;1;-;-;8
"354830 SANTO EXPEDITO";-;-;3;-;-;-;3
"354840 SANTOPOLIS DO AGUAPEI";2;1;2;1;-;-;6
"354850 SANTOS";2312;754;381;62;59;2;3570
"354860 SAO BENTO DO SAPUCAI";42;-;3;-;3;-;48
"354870 SAO BERNARDO DO CAMPO";1584;49;437;120;99;-;2289
"354880 SAO CAETANO DO SUL";736;5;146;6;34;-;927
"354890 SAO CARLOS";813;9;185;51;47;1;1106
"354900 SAO FRANCISCO";-;-;1;-;-;-;1
"354910 SAO JOAO DA BOA VISTA";493;19;93;20;10;-;635
"354920 SAO JOAO DAS DUAS PONTES";-;-;-;-;1;-;1
"354925 SAO JOAO DE IRACEMA";-;-;2;-;1;-;3
"354930 SAO JOAO DO PAU D'ALHO";-;-;2;-;-;-;2
"354940 SAO JOAQUIM DA BARRA";208;-;16;10;2;-;236
"354950 SAO JOSE DA BELA VISTA";2;-;3;1;2;-;8
"354960 SAO JOSE DO BARREIRO";2;-;3;-;1;-;6
"354970 SAO JOSE DO RIO PARDO";343;11;46;9;19;-;428
"354980 SAO JOSE DO RIO PRETO";2776;84;337;57;60;3;3317
"354990 SAO JOSE DOS CAMPOS";1801;4;113;102;43;110;2173
"354995 SAO LOURENCO DA SERRA";-;11;15;12;1;-;39
"355000 SAO LUIS DO PARAITINGA";37;-;12;5;4;-;58
"355010 SAO MANUEL";135;-;36;9;1;-;181
"355020 SAO MIGUEL ARCANJO";-;15;31;7;3;-;56
"355030 SAO PAULO";41449;383;6933;1086;1414;158;51423
"355040 SAO PEDRO";41;-;26;7;2;-;76
"355050 SAO PEDRO DO TURVO";-;-;1;1;1;-;3
"355060 SAO ROQUE";267;-;78;25;15;-;385
"355070 SAO SEBASTIAO";134;59;27;28;9;-;257
"355080 SAO SEBASTIAO DA GRAMA";28;5;4;2;3;1;43
"355090 SAO SIMAO";27;-;11;4;3;-;45
"355100 SAO VICENTE";754;130;238;53;26;-;1201
"355110 SARAPUI";1;-;5;2;-;-;8
"355120 SARUTAIA";-;-;2;-;1;-;3
"355130 SEBASTIANOPOLIS DO SUL";-;-;4;-;-;-;4
"355140 SERRA AZUL";-;3;7;2;4;3;19
"355150 SERRANA";38;17;17;7;4;-;83
"355160 SERRA NEGRA";146;-;12;-;1;-;159
"355170 SERTAOZINHO";407;12;48;15;8;-;490
"355180 SETE BARRAS";7;1;11;4;1;-;24
"355190 SEVERINIA";5;-;18;1;4;-;28
"355200 SILVEIRAS";1;10;1;3;-;1;16
"355210 SOCORRO";143;-;16;4;2;1;166
"355220 SOROCABA";2562;81;337;72;83;-;3135
"355230 SUD MENNUCCI";7;-;5;1;1;-;14
"355240 SUMARE";409;116;80;51;12;-;668
"355250 SUZANO";411;144;69;39;24;-;687
"355255 SUZANAPOLIS";-;-;1;1;-;-;2
"355260 TABAPUA";11;-;7;2;1;-;21
"355270 TABATINGA";39;2;12;1;-;-;54
"355280 TABOAO DA SERRA";714;79;178;46;15;-;1032
"355290 TACIBA";-;-;4;1;1;-;6
"355300 TAGUAI";18;-;13;1;1;-;33
"355310 TAIACU";4;2;3;2;-;-;11
"355320 TAIUVA";8;-;3;1;1;-;13
"355330 TAMBAU";52;1;3;6;2;-;64
"355340 TANABI";68;-;2;6;-;-;76
"355350 TAPIRAI";2;4;4;3;-;-;13
"355360 TAPIRATIBA";37;-;4;-;-;-;41
"355365 TAQUARAL";1;1;1;-;1;-;4
"355370 TAQUARITINGA";246;6;48;11;8;-;319
"355380 TAQUARITUBA";66;-;13;14;3;1;97
"355385 TAQUARIVAI";-;1;3;1;-;-;5
"355390 TARABAI";-;-;7;-;-;-;7
"355395 TARUMA";-;3;8;1;3;-;15
"355400 TATUI";266;149;96;16;10;-;537
"355410 TAUBATE";738;535;134;34;38;-;1479
"355420 TEJUPA";-;-;5;-;1;-;6
"355430 TEODORO SAMPAIO";47;-;15;4;7;-;73
"355440 TERRA ROXA";14;6;2;2;2;-;26
"355450 TIETE";97;-;22;7;3;-;129
"355460 TIMBURI";-;1;-;-;-;-;1
"355465 TORRE DE PEDRA";-;-;8;-;-;-;8
"355470 TORRINHA";35;-;8;4;-;-;47
"355480 TREMEMBE";13;37;24;10;2;-;86
"355490 TRES FRONTEIRAS";-;-;3;4;-;-;7
"355495 TUIUTI";-;-;6;-;2;-;8
"355500 TUPA";400;5;51;11;4;-;471
"355510 TUPI PAULISTA";64;12;12;4;1;-;93
"355520 TURIUBA";-;-;2;-;-;-;2
"355530 TURMALINA";-;-;-;1;-;-;1
"355535 UBARANA";-;-;5;2;1;-;8
"355540 UBATUBA";174;-;32;18;19;1;244
"355550 UBIRAJARA";-;3;3;1;-;-;7
"355560 UCHOA";5;-;7;2;-;-;14
"355570 UNIAO PAULISTA";-;-;2;-;-;-;2
"355580 URANIA";7;2;9;3;2;-;23
"355590 URU";-;-;2;1;-;-;3
"355600 URUPES";25;3;9;5;2;-;44
"355610 VALENTIM GENTIL";-;2;5;2;-;-;9
"355620 VALINHOS";382;19;65;10;14;-;490
"355630 VALPARAISO";30;-;9;2;1;-;42
"355635 VARGEM";-;1;16;5;4;-;26
"355640 VARGEM GRANDE DO SUL";113;-;18;2;3;-;136
"355645 VARGEM GRANDE PAULISTA";-;35;18;5;3;-;61
"355650 VARZEA PAULISTA";150;-;44;14;5;1;214
"355660 VERA CRUZ";1;2;20;8;3;-;34
"355670 VINHEDO";155;-;20;5;9;-;189
"355680 VIRADOURO";16;5;13;4;2;-;40
"355690 VISTA ALEGRE DO ALTO";3;1;3;1;-;-;8
"355695 VITORIA BRASIL";-;-;1;-;-;-;1
"355700 VOTORANTIM";263;50;55;13;7;-;388
"355710 VOTUPORANGA";585;3;61;15;8;-;672
"355715 ZACARIAS";-;-;-;1;1;-;2
"355720 CHAVANTES";23;-;6;-;2;-;31
"355730 ESTIVA GERBI";-;2;3;-;1;-;6
"Total";130859;10888;25351;7157;5205;383;179843
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
