ano,id_municipio_7digitos,pib
2015,3521606,79184862
2016,3521606,85253927
2017,3521606,86284392
2018,3521606,88045654
2019,3521606,95959776
2010,3521705,199839507
2011,3521705,189514631
2012,3521705,297216447
2013,3521705,288575920
2014,3521705,399108634
2015,3521705,575688421
2016,3521705,572756941
2017,3521705,537572330
2018,3521705,520127407
2019,3521705,592345696
2010,3521804,308173993
2011,3521804,342608468
2012,3521804,387808102
2013,3521804,436715652
2014,3521804,487266614
2015,3521804,662243903
2016,3521804,592185227
2017,3521804,580758305
2018,3521804,600438464
2019,3521804,700364551
2010,3521903,240782439
2011,3521903,256457596
2012,3521903,299094396
2013,3521903,395821741
2014,3521903,442733003
2015,3521903,445810749
2016,3521903,673050579
2017,3521903,1302754791
2018,3521903,1047794423
2019,3521903,612083796
2010,3522000,47220746
2011,3522000,60481988
2012,3522000,52710443
2013,3522000,50937037
2014,3522000,63153549
2015,3522000,69530782
2016,3522000,109144172
2017,3522000,109773977
2018,3522000,87300993
2019,3522000,97561568
2010,3522109,869872981
2011,3522109,960414880
2012,3522109,1099045012
2013,3522109,1318123912
2014,3522109,1418134272
2015,3522109,1518088938
2016,3522109,1608295508
2017,3522109,1849470839
2018,3522109,1884278775
2019,3522109,2037482194
2010,3522158,18787700
2011,3522158,24562516
2012,3522158,25739199
2013,3522158,30390630
2014,3522158,32268307
2015,3522158,34172683
2016,3522158,37720152
2017,3522158,39835016
2018,3522158,41250672
2019,3522158,42329676
2010,3522208,2366613142
2011,3522208,2598925927
2012,3522208,2635127425
2013,3522208,2772349814
2014,3522208,3228889072
2015,3522208,3805032155
2016,3522208,3143513346
2017,3522208,3234880711
2018,3522208,3652423912
2019,3522208,3880078433
2010,3522307,2574006514
2011,3522307,2976883640
2012,3522307,3124119964
2013,3522307,3566469732
2014,3522307,3888144163
2015,3522307,4350134720
2016,3522307,4187366808
2017,3522307,4330169549
2018,3522307,4751789719
2019,3522307,4897885536
2010,3522406,1175016563
2011,3522406,1328120048
2012,3522406,1498082775
2013,3522406,1768100007
2014,3522406,1965450968
2015,3522406,2269031950
2016,3522406,2447764146
2017,3522406,2381114594
2018,3522406,2519680697
2019,3522406,2908262010
2010,3522505,5220158206
2011,3522505,5916311803
2012,3522505,7088168765
2013,3522505,7852449996
2014,3522505,9790031180
2015,3522505,10934781499
2016,3522505,11272547245
2017,3522505,11253728090
2018,3522505,12156243890
2019,3522505,12045014646
2010,3522604,1924254299
2011,3522604,2177231737
2012,3522604,2401818524
2013,3522604,2678366287
2014,3522604,3000433373
2015,3522604,3035931294
2016,3522604,3302773659
2017,3522604,3463540509
2018,3522604,3905333530
2019,3522604,3821485311
2010,3522653,19686187
2011,3522653,21808977
2012,3522653,25048442
2013,3522653,27507592
2014,3522653,30315711
2015,3522653,31614223
2016,3522653,36525330
2017,3522653,39211071
2018,3522653,42037518
2019,3522653,45808964
2010,3522703,850559842
2011,3522703,1043623739
2012,3522703,1174685536
2013,3522703,1168562167
2014,3522703,1198765315
2015,3522703,1193302549
2016,3522703,1198132679
2017,3522703,1363656666
2018,3522703,1308426405
2019,3522703,1315054108
2010,3522802,107650468
2011,3522802,121952100
2012,3522802,139873681
2013,3522802,154566013
2014,3522802,188606539
2015,3522802,213825302
2016,3522802,284675947
2017,3522802,303462319
2018,3522802,326716964
2019,3522802,297303906
2010,3522901,298927536
2011,3522901,354713494
2012,3522901,422143037
2013,3522901,428874634
2014,3522901,519230861
2015,3522901,588701145
2016,3522901,555312870
2017,3522901,650877506
2018,3522901,549156683
2019,3522901,612606141
2010,3523008,56900828
2011,3523008,82104235
2012,3523008,67150200
2013,3523008,70652097
2014,3523008,66481970
2015,3523008,80573954
2016,3523008,97977228
2017,3523008,105460859
2018,3523008,91414714
2019,3523008,95421391
2010,3523107,3222392085
2011,3523107,3688565242
2012,3523107,4071384541
2013,3523107,4878906212
2014,3523107,5891972489
2015,3523107,6409765009
2016,3523107,6520877544
2017,3523107,6993618664
2018,3523107,7207226016
2019,3523107,7658778343
2010,3523206,487568165
2011,3523206,534166570
2012,3523206,574374237
2013,3523206,670051499
2014,3523206,737085762
2015,3523206,840898976
2016,3523206,886623207
2017,3523206,884729392
2018,3523206,878649790
2019,3523206,944884729
2010,3523305,108959472
2011,3523305,117398366
2012,3523305,129829284
2013,3523305,176973472
2014,3523305,208612759
2015,3523305,201617721
2016,3523305,234428902
2017,3523305,269211544
2018,3523305,275875923
2019,3523305,326896328
2010,3523404,3394630370
2011,3523404,3796002521
2012,3523404,3921298278
2013,3523404,4556482232
2014,3523404,5119386224
2015,3523404,5070636511
2016,3523404,5387045903
2017,3523404,5506722130
2018,3523404,6050785701
2019,3523404,6371895416
2010,3523503,182572738
2011,3523503,201703157
2012,3523503,195148145
2013,3523503,199575919
2014,3523503,242893424
2015,3523503,227905025
2016,3523503,276454904
2017,3523503,326147207
2018,3523503,407872798
2019,3523503,401313278
2010,3523602,339110485
2011,3523602,317486759
2012,3523602,278330931
2013,3523602,297670121
2014,3523602,354192853
2015,3523602,402728049
2016,3523602,376686732
2017,3523602,384292290
2018,3523602,408476247
2019,3523602,716912072
2010,3523701,44491354
2011,3523701,46408245
2012,3523701,69487482
2013,3523701,65060315
2014,3523701,78263001
2015,3523701,67197555
2016,3523701,80669213
2017,3523701,80119980
2018,3523701,97578693
2019,3523701,103238404
2010,3523800,53999393
2011,3523800,62236760
2012,3523800,79038086
2013,3523800,88288888
2014,3523800,97910446
2015,3523800,113051986
2016,3523800,130290410
2017,3523800,123813438
2018,3523800,124358984
2019,3523800,138487868
2010,3523909,4633757086
2011,3523909,5603645992
2012,3523909,6110210376
2013,3523909,7159751595
2014,3523909,7080255401
2015,3523909,7310768841
2016,3523909,7551210917
2017,3523909,7388791631
2018,3523909,7828785251
2019,3523909,8242038385
2010,3524006,2304035694
2011,3524006,2460665834
2012,3524006,2772567043
2013,3524006,3190414430
2014,3524006,3653559584
2015,3524006,4355224491
2016,3524006,5042657224
2017,3524006,5913535133
2018,3524006,6687650617
2019,3524006,7382285334
2010,3524105,629151840
2011,3524105,741101441
2012,3524105,857081527
2013,3524105,1017537519
2014,3524105,1081671724
2015,3524105,1092701032
2016,3524105,1489976436
2017,3524105,1557918685
2018,3524105,1523781780
2019,3524105,1593256913
2010,3524204,105625211
2011,3524204,96940568
2012,3524204,107168225
2013,3524204,119922864
2014,3524204,114370671
2015,3524204,116465434
2016,3524204,137557453
2017,3524204,145282173
2018,3524204,136797740
2019,3524204,137505313
2010,3524303,1637690498
2011,3524303,1857527598
2012,3524303,2014067815
2013,3524303,2113078751
2014,3524303,2340379594
2015,3524303,2457419425
2016,3524303,2594416778
2017,3524303,2743496768
2018,3524303,2906735732
2019,3524303,2942385574
2010,3524402,6682818577
2011,3524402,7323539929
2012,3524402,7652040785
2013,3524402,8390720578
2014,3524402,9320785273
2015,3524402,9954836728
2016,3524402,10535706065
2017,3524402,11268777000
2018,3524402,12783342441
2019,3524402,13361647833
2010,3524501,246362302
2011,3524501,279160458
2012,3524501,299934442
2013,3524501,306988009
2014,3524501,324528010
2015,3524501,355748866
2016,3524501,292282284
2017,3524501,382364527
2018,3524501,390644679
2019,3524501,447241438
2010,3524600,274929841
2011,3524600,246788435
2012,3524600,283796121
2013,3524600,275123078
2014,3524600,345122297
2015,3524600,352254523
2016,3524600,517713643
2017,3524600,599588615
2018,3524600,523737405
2019,3524600,509510434
2010,3524709,4104912586
2011,3524709,4290062556
2012,3524709,4166854042
2013,3524709,5784632709
2014,3524709,7891443293
2015,3524709,8891753491
2016,3524709,9676635873
2017,3524709,11282723478
2018,3524709,11509488108
2019,3524709,12348795526
2010,3524808,748344640
2011,3524808,806832633
2012,3524808,917210813
2013,3524808,1059945439
2014,3524808,1083296261
2015,3524808,1240866547
2016,3524808,1265684527
2017,3524808,1373536667
2018,3524808,1546777898
2019,3524808,1619431201
2010,3524907,203379849
2011,3524907,226602353
2012,3524907,252750936
2013,3524907,286527639
2014,3524907,299686370
2015,3524907,275986284
2016,3524907,208013749
2017,3524907,217159777
2018,3524907,235651115
2019,3524907,254628459
2010,3525003,2049050431
2011,3525003,2240428788
2012,3525003,2414876859
2013,3525003,2637675707
2014,3525003,3315502008
2015,3525003,3131193086
2016,3525003,3560082684
2017,3525003,4088301924
2018,3525003,4006575479
2019,3525003,4159697735
2010,3525102,521470981
2011,3525102,575474724
2012,3525102,685562640
2013,3525102,773101442
2014,3525102,900226033
2015,3525102,919021714
2016,3525102,968775799
2017,3525102,1109818363
2018,3525102,1085397199
2019,3525102,1207733231
2010,3525201,496629597
2011,3525201,622923128
2012,3525201,706948436
2013,3525201,996067456
2014,3525201,1806263445
2015,3525201,1774878198
2016,3525201,2140916340
2017,3525201,2252918006
2018,3525201,2510783494
2019,3525201,2525545512
2010,3525300,2548015744
2011,3525300,2969052683
2012,3525300,3219076348
2013,3525300,3628474761
2014,3525300,3656519375
2015,3525300,4033505836
2016,3525300,4294014266
2017,3525300,4582887761
2018,3525300,4729980801
2019,3525300,4903683580
2010,3525409,45614862
2011,3525409,41708696
2012,3525409,59612878
2013,3525409,70015493
2014,3525409,75582062
2015,3525409,70832825
2016,3525409,101693613
2017,3525409,81957659
2018,3525409,80891693
2019,3525409,103672344
2010,3525508,103223047
2011,3525508,115970930
2012,3525508,128146278
2013,3525508,154251924
2014,3525508,174871225
2015,3525508,186472615
2016,3525508,203196497
2017,3525508,203316299
2018,3525508,213014773
2019,3525508,213334725
2010,3525607,87283197
2011,3525607,107908954
2012,3525607,104636618
2013,3525607,129761118
2014,3525607,124119578
2015,3525607,132779888
2016,3525607,157043213
2017,3525607,183607829
2018,3525607,120762122
2019,3525607,127091836
2010,3525706,636119478
2011,3525706,735941038
2012,3525706,874485233
2013,3525706,955252834
2014,3525706,1123795570
2015,3525706,1104785284
2016,3525706,1241723614
2017,3525706,1380626353
2018,3525706,1320863668
2019,3525706,1262897426
2010,3525805,30278640
2011,3525805,35371716
2012,3525805,34741670
2013,3525805,38081401
2014,3525805,42253439
2015,3525805,45107340
2016,3525805,51051096
2017,3525805,51592195
2018,3525805,51093881
2019,3525805,53659340
2010,3525854,43549082
2011,3525854,53411824
2012,3525854,60654833
2013,3525854,66764530
2014,3525854,70523335
2015,3525854,68105949
2016,3525854,94814940
2017,3525854,108251232
2018,3525854,111324440
2019,3525854,123159638
2010,3525904,23155495478
2011,3525904,26571865088
2012,3525904,30683516054
2013,3525904,34448149900
2014,3525904,39006819977
2015,3525904,39080475341
2016,3525904,40317016368
2017,3525904,41084447116
2018,3525904,43630305596
2019,3525904,46952323247
2010,3526001,320339010
2011,3526001,319585213
2012,3526001,354857358
2013,3526001,418488485
2014,3526001,501826655
2015,3526001,867847128
2016,3526001,561346456
2017,3526001,586278922
2018,3526001,572499963
2019,3526001,592800187
2010,3526100,216173274
2011,3526100,194984382
2012,3526100,242681544
2013,3526100,217924218
2014,3526100,270093053
2015,3526100,254697796
2016,3526100,351570429
2017,3526100,359393882
2018,3526100,328746798
2019,3526100,346828714
2010,3526209,299824199
2011,3526209,327640090
2012,3526209,353697165
2013,3526209,411200010
2014,3526209,425224241
2015,3526209,441995746
2016,3526209,450953554
2017,3526209,485984147
2018,3526209,514647756
2019,3526209,544350986
2010,3526308,40067920
2011,3526308,35865324
2012,3526308,40199284
2013,3526308,46266312
2014,3526308,51195912
2015,3526308,54422136
2016,3526308,56229608
2017,3526308,56291136
2018,3526308,56504987
2019,3526308,61902812
2010,3526407,558347840
2011,3526407,614957540
2012,3526407,663833299
2013,3526407,701820197
2014,3526407,746421056
2015,3526407,764656470
2016,3526407,923461222
2017,3526407,990804358
2018,3526407,1107569892
2019,3526407,1149563408
2010,3526506,96044875
2011,3526506,123107065
2012,3526506,115262029
2013,3526506,124418800
2014,3526506,127642382
2015,3526506,118397067
2016,3526506,147026538
2017,3526506,147648691
2018,3526506,157206503
2019,3526506,155478847
2010,3526605,76796320
2011,3526605,82387373
2012,3526605,91437540
2013,3526605,98870654
2014,3526605,104667556
2015,3526605,98156854
2016,3526605,107534501
2017,3526605,100542285
2018,3526605,109513940
2019,3526605,103393739
2010,3526704,1634523232
2011,3526704,1889032029
2012,3526704,2098799491
2013,3526704,2305654717
2014,3526704,2544669087
2015,3526704,2773540132
2016,3526704,3004228741
2017,3526704,2966165846
2018,3526704,3204480404
2019,3526704,3388715699
2010,3526803,1573990436
2011,3526803,1783348086
2012,3526803,1930841624
2013,3526803,2155406194
2014,3526803,2154982137
2015,3526803,2124175201
2016,3526803,2566510778
2017,3526803,2589639242
2018,3526803,2638582803
2019,3526803,3074027515
2010,3526902,7629913302
2011,3526902,8630368675
2012,3526902,9419353887
2013,3526902,10749036885
2014,3526902,11193405820
2015,3526902,10520691743
2016,3526902,11781232422
2017,3526902,12106210974
2018,3526902,13267664464
2019,3526902,13785897088
2010,3527009,70100641
2011,3527009,81241401
2012,3527009,95438762
2013,3527009,112913466
2014,3527009,133967600
2015,3527009,145741485
2016,3527009,160279591
2017,3527009,173414240
2018,3527009,169015862
2019,3527009,185637018
2010,3527108,2325825192
2011,3527108,2407052407
2012,3527108,2619277725
2013,3527108,2874972124
2014,3527108,3249094795
2015,3527108,4068603909
2016,3527108,3637862800
2017,3527108,3333630111
2018,3527108,3779078030
2019,3527108,5382602030
2010,3527207,1356605025
2011,3527207,1439346935
2012,3527207,1558600965
2013,3527207,1673965956
2014,3527207,1967574003
2015,3527207,2057021021
2016,3527207,2407534999
2017,3527207,2595032583
2018,3527207,2727417928
2019,3527207,2839019596
2010,3527256,28407974
2011,3527256,29384571
2012,3527256,29359295
2013,3527256,31187908
2014,3527256,29866608
2015,3527256,32600625
2016,3527256,38815839
2017,3527256,39107778
2018,3527256,39992773
2019,3527256,35100674
2010,3527306,6027355627
2011,3527306,7033502981
2012,3527306,7946164477
2013,3527306,9098687892
2014,3527306,11915834057
2015,3527306,11938394550
2016,3527306,12432122072
2017,3527306,13229629551
2018,3527306,10960236722
2019,3527306,16064221354
2010,3527405,267341047
2011,3527405,283425558
2012,3527405,304058408
2013,3527405,338348742
2014,3527405,363335337
2015,3527405,360645505
2016,3527405,400136425
2017,3527405,424802513
2018,3527405,441204775
2019,3527405,402291145
2010,3527504,23514228
2011,3527504,26429783
2012,3527504,28272078
2013,3527504,32829454
2014,3527504,37046590
2015,3527504,38047059
2016,3527504,53309095
2017,3527504,50296603
2018,3527504,56963568
2019,3527504,53931964
2010,3527603,775223100
2011,3527603,878059684
2012,3527603,1035843078
2013,3527603,1035994909
2014,3527603,1427437781
2015,3527603,939148266
2016,3527603,1223735339
2017,3527603,1399476752
2018,3527603,1451176712
2019,3527603,1386495354
2010,3527702,39491852
2011,3527702,45494989
2012,3527702,53616984
2013,3527702,54580756
2014,3527702,58597320
2015,3527702,60062684
2016,3527702,70758119
2017,3527702,70005123
2018,3527702,71746989
2019,3527702,75909241
2010,3527801,37475556
2011,3527801,37310009
2012,3527801,48802832
2013,3527801,43935329
2014,3527801,53148662
2015,3527801,48174453
2016,3527801,55201089
2017,3527801,72999842
2018,3527801,69762048
2019,3527801,73373052
2010,3527900,44019799
2011,3527900,46726419
2012,3527900,59167151
2013,3527900,73177367
2014,3527900,73742106
2015,3527900,77925108
2016,3527900,89043816
2017,3527900,94146346
2018,3527900,83143390
2019,3527900,73293541
2010,3528007,255047250
2011,3528007,289791262
2012,3528007,318564309
2013,3528007,340866615
2014,3528007,472250730
2015,3528007,560263070
2016,3528007,635706647
2017,3528007,598220344
2018,3528007,626971021
2019,3528007,643600999
2010,3528106,99163389
2011,3528106,103350005
2012,3528106,128757191
2013,3528106,129548005
2014,3528106,129318860
2015,3528106,132269305
2016,3528106,143615747
2017,3528106,156857833
2018,3528106,154752397
2019,3528106,170372152
2010,3528205,53531185
2011,3528205,42914597
2012,3528205,50064372
2013,3528205,53442347
2014,3528205,60278641
2015,3528205,62087414
2016,3528205,67010509
2017,3528205,76426303
2018,3528205,78369521
2019,3528205,75292461
2010,3528304,49120884
2011,3528304,67263664
2012,3528304,62800217
2013,3528304,71761436
2014,3528304,70678754
2015,3528304,67488499
2016,3528304,71322892
2017,3528304,105946495
2018,3528304,93131377
2019,3528304,95433453
2010,3528403,1171996200
2011,3528403,1409673153
2012,3528403,1559832992
2013,3528403,1501014822
2014,3528403,1548280433
2015,3528403,1629287968
2016,3528403,1478871600
2017,3528403,1704622573
2018,3528403,1894954518
2019,3528403,1712055347
2010,3528502,1116127806
2011,3528502,1235284004
2012,3528502,1297546986
2013,3528502,1449236628
2014,3528502,1511623406
2015,3528502,1549304759
2016,3528502,1637420055
2017,3528502,1774927079
2018,3528502,1745512924
2019,3528502,1848986583
2010,3528601,70868360
2011,3528601,88310583
2012,3528601,99198601
2013,3528601,145692227
2014,3528601,137229532
2015,3528601,154453819
2016,3528601,200645152
2017,3528601,204788487
2018,3528601,227690819
2019,3528601,223642032
2010,3528700,100307563
2011,3528700,113155059
2012,3528700,107756843
2013,3528700,106306381
2014,3528700,132528245
2015,3528700,121002738
2016,3528700,124014719
2017,3528700,121306578
2018,3528700,101552276
2019,3528700,105106076
2010,3528809,315177536
2011,3528809,454602586
2012,3528809,390161935
2013,3528809,390003858
2014,3528809,395391189
2015,3528809,452593808
2016,3528809,411197506
2017,3528809,425999733
2018,3528809,380286016
2019,3528809,395839362
2010,3528858,94787429
2011,3528858,100301804
2012,3528858,101583974
2013,3528858,132969143
2014,3528858,149601562
2015,3528858,368911893
2016,3528858,164690831
2017,3528858,163919834
2018,3528858,177546129
2019,3528858,175459829
2010,3528908,42736773
2011,3528908,32361793
2012,3528908,36982025
2013,3528908,52707698
2014,3528908,55008007
2015,3528908,52948591
2016,3528908,57102093
2017,3528908,61206590
2018,3528908,56746992
2019,3528908,57605846
2010,3529005,4551068738
2011,3529005,5083996623
2012,3529005,5770066971
2013,3529005,6432237718
2014,3529005,6541199938
2015,3529005,6925439906
2016,3529005,7161823892
2017,3529005,7741070301
2018,3529005,8077422600
2019,3529005,8384437013
2010,3529104,20450833
2011,3529104,19854756
2012,3529104,22167399
2013,3529104,24095990
2014,3529104,28549208
2015,3529104,28162372
2016,3529104,32912100
2017,3529104,35369148
2018,3529104,34701767
2019,3529104,37761301
2010,3529203,259695968
2011,3529203,335058206
2012,3529203,377795246
2013,3529203,390769524
2014,3529203,429447324
2015,3529203,480792381
2016,3529203,525194588
2017,3529203,505031132
2018,3529203,495722232
2019,3529203,484080525
2010,3529302,2110726679
2011,3529302,2419710052
2012,3529302,2953976266
2013,3529302,3164344003
2014,3529302,3269449192
2015,3529302,3393153989
2016,3529302,3779667737
2017,3529302,4043395415
2018,3529302,4153528174
2019,3529302,3960216744
2010,3529401,9323424319
2011,3529401,9813108043
2012,3529401,9295359845
2013,3529401,10499353881
2014,3529401,11195882272
2015,3529401,11970000757
2016,3529401,14539610021
2017,3529401,16515696865
2018,3529401,15287803650
2019,3529401,16282604678
2010,3529500,117038003
2011,3529500,143743865
2012,3529500,166472066
2013,3529500,172050383
2014,3529500,181184583
2015,3529500,188413324
2016,3529500,223284412
2017,3529500,265178578
2018,3529500,168970179
2019,3529500,178084763
2010,3529609,123091862
2011,3529609,123386059
2012,3529609,123658027
2013,3529609,209935569
2014,3529609,227871154
2015,3529609,646643072
2016,3529609,259436196
2017,3529609,259331442
2018,3529609,237767528
2019,3529609,232814938
2010,3529658,49304035
2011,3529658,43366696
2012,3529658,41363075
2013,3529658,40610617
2014,3529658,42108307
2015,3529658,45154565
2016,3529658,51177919
2017,3529658,57668825
2018,3529658,58778685
2019,3529658,60146147
2010,3529708,492014826
2011,3529708,541074879
2012,3529708,620247487
2013,3529708,672953283
2014,3529708,575758790
2015,3529708,714336226
2016,3529708,1078023904
2017,3529708,1121579121
2018,3529708,1014994449
2019,3529708,1038851352
2010,3529807,100129639
2011,3529807,120565673
2012,3529807,121664533
2013,3529807,136614849
2014,3529807,149085771
2015,3529807,144430865
2016,3529807,169081895
2017,3529807,182924044
2018,3529807,171970758
2019,3529807,175902858
2010,3529906,345358852
2011,3529906,350060699
2012,3529906,315617389
2013,3529906,437244483
2014,3529906,372491128
2015,3529906,381286934
2016,3529906,420538787
2017,3529906,428776007
2018,3529906,392128722
2019,3529906,414422637
2010,3530003,28361844
2011,3530003,32483862
2012,3530003,33967347
2013,3530003,39268779
2014,3530003,43674732
2015,3530003,46015804
2016,3530003,58421622
2017,3530003,67461477
2018,3530003,66335346
2019,3530003,67425394
2010,3530102,328815944
2011,3530102,412892647
2012,3530102,464531295
2013,3530102,544820539
2014,3530102,608442004
2015,3530102,554619593
2016,3530102,618432072
2017,3530102,607678702
2018,3530102,654029002
2019,3530102,613340887
2010,3530201,180861765
2011,3530201,212695267
2012,3530201,278193857
2013,3530201,298042011
2014,3530201,356262481
2015,3530201,748924710
2016,3530201,401366502
2017,3530201,388403538
2018,3530201,340729971
2019,3530201,367271093
2010,3530300,977180973
2011,3530300,1098015109
2012,3530300,1254672184
2013,3530300,1420623006
2014,3530300,1604176734
2015,3530300,1678530644
2016,3530300,1848213442
2017,3530300,1738042770
2018,3530300,1809538306
2019,3530300,1922851132
2010,3530409,50767569
2011,3530409,50861973
2012,3530409,60944616
2013,3530409,65123896
2014,3530409,89431004
2015,3530409,71670199
2016,3530409,98645295
2017,3530409,115884094
2018,3530409,126701392
2019,3530409,172708595
2010,3530508,1089746451
2011,3530508,1207460782
2012,3530508,1414142061
2013,3530508,1607623721
2014,3530508,1813987911
2015,3530508,1773302679
2016,3530508,2142378192
2017,3530508,2206330832
2018,3530508,2116601655
2019,3530508,2157856063
2010,3530607,9389909016
2011,3530607,10166359383
2012,3530607,11146729537
2013,3530607,12869867329
2014,3530607,13324950901
2015,3530607,14200699931
2016,3530607,14562663699
2017,3530607,14711581277
2018,3530607,15385841054
2019,3530607,16220410121
2010,3530706,3593003565
2011,3530706,4005207938
2012,3530706,4432443693
2013,3530706,4790141299
2014,3530706,4999440218
2015,3530706,4850321861
2016,3530706,5350783829
2017,3530706,5602515190
2018,3530706,5923534424
2019,3530706,5741724678
2010,3530805,2761857853
2011,3530805,3058221535
2012,3530805,11927707976
2013,3530805,3632285851
2014,3530805,3772127868
2015,3530805,4071107522
2016,3530805,4276304641
2017,3530805,4415823225
2018,3530805,4597089203
2019,3530805,4704433704
2010,3530904,44751948
2011,3530904,49186673
2012,3530904,55500446
2013,3530904,60233471
2014,3530904,57253713
2015,3530904,60810550
2016,3530904,88131600
2017,3530904,92655820
2018,3530904,99926099
2019,3530904,99427531
2010,3531001,63055566
2011,3531001,50153673
2012,3531001,75600837
2013,3531001,56931778
2014,3531001,66461807
2015,3531001,71987532
2016,3531001,72552604
2017,3531001,79088673
2018,3531001,52396495
2019,3531001,54632305
2010,3531100,435874254
2011,3531100,496133527
2012,3531100,576832024
2013,3531100,698533888
2014,3531100,790802570
2015,3531100,862809728
2016,3531100,921508364
2017,3531100,1013267103
2018,3531100,1030294891
2019,3531100,1115700564
2010,3531209,125374515
2011,3531209,151123632
2012,3531209,151647865
2013,3531209,151912098
2014,3531209,176824633
2015,3531209,179718913
2016,3531209,159985609
2017,3531209,165430080
2018,3531209,177979742
2019,3531209,192424278
2010,3531308,1004633655
2011,3531308,1114110671
2012,3531308,1308173704
2013,3531308,1444218687
2014,3531308,1515381243
2015,3531308,1599187846
2016,3531308,1776015527
2017,3531308,1785481706
2018,3531308,1794559859
2019,3531308,1934162703
2010,3531407,409116705
2011,3531407,453393433
2012,3531407,519521858
2013,3531407,580018401
2014,3531407,580533525
2015,3531407,574071622
2016,3531407,662990007
2017,3531407,758348911
2018,3531407,575253829
2019,3531407,610622712
2010,3531506,266527494
2011,3531506,277011580
2012,3531506,322911448
2013,3531506,352375413
2014,3531506,442512892
2015,3531506,441743145
2016,3531506,496776483
2017,3531506,584605136
2018,3531506,537430432
2019,3531506,565439175
2010,3531605,59664929
2011,3531605,58633507
2012,3531605,68883594
2013,3531605,74858472
2014,3531605,71858260
2015,3531605,82400847
2016,3531605,96712539
2017,3531605,103749628
2018,3531605,99949568
2019,3531605,97433294
2010,3531704,40125023
2011,3531704,38905026
2012,3531704,42623091
2013,3531704,50560656
2014,3531704,50355925
2015,3531704,54239299
2016,3531704,63947561
2017,3531704,62956095
2018,3531704,64799058
2019,3531704,65120049
2010,3531803,1924685343
2011,3531803,2312968598
2012,3531803,2622765757
2013,3531803,2757657445
2014,3531803,2956455455
2015,3531803,2382923573
2016,3531803,2919105126
2017,3531803,2971931750
2018,3531803,3515136319
2019,3531803,3473460268
2010,3531902,741486477
2011,3531902,816787859
2012,3531902,916567052
2013,3531902,1015886348
2014,3531902,1019582648
2015,3531902,1058652478
2016,3531902,1323970632
2017,3531902,1417196484
2018,3531902,953134448
2019,3531902,948108224
2010,3532009,328940627
2011,3532009,352524009
2012,3532009,374509905
2013,3532009,411255033
2014,3532009,431217022
2015,3532009,379308770
2016,3532009,440817303
2017,3532009,447152642
2018,3532009,450365418
2019,3532009,507150642
2010,3532058,70839314
2011,3532058,73058474
2012,3532058,62921333
2013,3532058,66615984
2014,3532058,65297720
2015,3532058,70632698
2016,3532058,88986385
2017,3532058,85742042
2018,3532058,81619471
2019,3532058,87928423
2010,3532108,43859902
2011,3532108,45989372
2012,3532108,49271049
2013,3532108,52509920
2014,3532108,51627876
2015,3532108,53974388
2016,3532108,59131384
2017,3532108,59061442
2018,3532108,65258889
2019,3532108,72329445
2010,3532157,55946626
2011,3532157,58840730
2012,3532157,71109741
2013,3532157,60780472
2014,3532157,77932783
2015,3532157,90275199
2016,3532157,145931942
2017,3532157,108437284
2018,3532157,117840234
2019,3532157,108801561
2010,3532207,127842841
2011,3532207,156104479
2012,3532207,158578663
2013,3532207,165728536
2014,3532207,207331067
2015,3532207,209306534
2016,3532207,214417116
2017,3532207,217325439
2018,3532207,148376942
2019,3532207,151576171
2010,3532306,46471125
2011,3532306,49821602
2012,3532306,48498057
2013,3532306,54085437
2014,3532306,66532952
2015,3532306,63777241
2016,3532306,66550067
2017,3532306,70929894
2018,3532306,72424357
2019,3532306,73591724
2010,3532405,211669104
2011,3532405,215133144
2012,3532405,240960149
2013,3532405,289208000
2014,3532405,313225885
2015,3532405,296964963
2016,3532405,319182651
2017,3532405,349874435
2018,3532405,342043510
2019,3532405,366607222
2010,3532504,140229451
2011,3532504,153480787
2012,3532504,142098761
2013,3532504,150212988
2014,3532504,155829734
2015,3532504,163815423
2016,3532504,201373199
2017,3532504,219122887
2018,3532504,199172308
2019,3532504,218340011
2010,3532603,185308689
2011,3532603,215443399
2012,3532603,235632711
2013,3532603,244525647
2014,3532603,243306844
2015,3532603,260358297
2016,3532603,289239705
2017,3532603,326412477
2018,3532603,324721592
2019,3532603,303775437
2010,3532702,65807880
2011,3532702,74487506
2012,3532702,74410265
2013,3532702,76594274
2014,3532702,83102944
2015,3532702,74913422
2016,3532702,79217859
2017,3532702,105013043
2018,3532702,93756599
2019,3532702,90117094
2010,3532801,67731137
2011,3532801,78592894
2012,3532801,82223106
2013,3532801,89026339
2014,3532801,90476453
2015,3532801,92788430
2016,3532801,169737794
2017,3532801,194161937
2018,3532801,149724560
2019,3532801,149603056
2010,3532827,193882292
2011,3532827,304795195
2012,3532827,300814595
2013,3532827,339793108
2014,3532827,350252046
2015,3532827,259436798
2016,3532827,335431494
2017,3532827,235967193
2018,3532827,134084667
2019,3532827,125451109
2010,3532843,22721274
2011,3532843,24291815
2012,3532843,23425214
2013,3532843,25953925
2014,3532843,32349931
2015,3532843,30383472
2016,3532843,35852324
2017,3532843,36968157
2018,3532843,39509294
2019,3532843,38413222
2010,3532868,27840761
2011,3532868,30502506
2012,3532868,28663461
2013,3532868,32420995
2014,3532868,31154833
2015,3532868,31065487
2016,3532868,41416081
2017,3532868,39874848
2018,3532868,40600257
2019,3532868,46051094
